Price,Bedrooms,Bathrooms,Square Footage,Latitude,Longitude,Acreage,Garage,Parking,Fireplace,Waterfront,Pool,Garden,Balcony,log_price
2100000.0,6.0,3.0,2480.0,49.2506894,-123.0836142,0.07,Yes,Yes,No,No,No,No,No,14.557448378884015
769800.0,1.0,1.0,517.0,49.2234639,-123.1178132,0.0,No,No,No,No,No,No,No,13.55388731886965
2098000.0,3.0,1.0,1838.0,49.2296455,-123.1024437,0.09,No,No,Yes,No,No,No,No,14.55649554458269
1888800.0,4.0,4.0,2450.0,49.2219004,-123.0613779,0.1,Yes,Yes,No,No,No,No,No,14.45145279418998
675000.0,1.0,1.0,610.0,49.2806172,-123.0987539,0.0,Yes,Yes,No,No,No,No,No,13.42246945133505
649000.0,1.0,1.0,506.0,49.287292,-123.1238855,0.0,Yes,Yes,No,No,No,No,No,13.38318953651709
1698000.0,3.0,4.0,1597.0,49.2259759,-123.0610348,0.0,Yes,No,Yes,No,No,No,No,14.344962234781407
1198000.0,3.0,2.0,1248.0,49.2637816,-123.1322308,0.0,Yes,No,No,No,No,No,No,13.996164892381724
1990000.0,5.0,3.0,2068.0,49.2634828,-123.0571137,0.1,Yes,Yes,Yes,No,No,No,No,14.503645699213111
699000.0,1.0,1.0,615.0,49.2759903,-123.1235154,0.0,Yes,Yes,No,No,No,No,No,13.457407451830088
1299000.0,2.0,2.0,1296.0,49.2741097,-123.1012333,0.0,Yes,Yes,Yes,No,No,No,No,14.07710606547538
1868000.0,3.0,4.0,1770.0,49.2358027,-123.1278687,0.0,Yes,Yes,Yes,No,No,No,No,14.440379433102688
1348000.0,2.0,2.0,1027.0,49.2820312,-123.1257618,0.0,Yes,Yes,No,No,No,No,No,14.114133312293877
1450000.0,2.0,2.0,997.0,49.2775161,-123.116534,0.0,Yes,Yes,No,No,No,No,No,14.187074804051692
1988000.0,6.0,3.0,2679.0,49.2754851,-123.0652763,0.08,Yes,Yes,No,No,No,No,No,14.502640169216638
888888.0,2.0,2.0,817.0,49.2089479,-123.1419341,0.0,Yes,No,No,No,No,No,No,13.697727647307882
5980000.0,6.0,7.0,4852.0,49.2201945,-123.1478159,0.18,Yes,No,Yes,No,No,No,No,15.60393129315088
1668000.0,3.0,4.0,1560.0,49.2259759,-123.0610348,0.0,Yes,No,Yes,No,No,No,No,14.327136461421032
4200000.0,7.0,6.0,3590.0,49.2336519,-123.1111917,0.14,Yes,Yes,Yes,No,No,No,No,15.250595321348806
919900.0,2.0,2.0,730.0,49.2102902,-123.1185058,0.0,Yes,Yes,No,No,No,No,No,13.73202133453934
1398000.0,4.0,3.0,1200.0,49.2784976,-123.0447967,0.0,Yes,No,No,No,No,No,No,14.150553917083219
3950000.0,6.0,2.0,4953.0,49.2361616,-123.0566928,0.24,Yes,Yes,Yes,No,No,No,No,15.18922639004183
740000.0,1.0,1.0,453.0,49.2907836,-123.1297778,0.0,No,No,No,No,No,No,No,13.51440681653079
1598000.0,3.0,3.0,1434.0,49.2752037,-123.049015,0.08,Yes,No,Yes,No,No,No,No,14.28426403109039
1135000.0,2.0,2.0,1241.0,49.2334216,-123.1276123,0.0,Yes,No,Yes,No,No,No,No,13.942144089954521
749000.0,1.0,1.0,516.0,49.2749667,-123.1153764,0.0,Yes,Yes,No,No,No,No,No,13.52649559761195
1889000.0,3.0,4.0,1679.0,49.2763485,-123.0640542,0.09,Yes,No,No,No,No,No,No,14.451558675864131
2100000.0,3.0,3.0,1553.0,49.2734779,-123.119967,0.0,Yes,Yes,Yes,No,No,No,No,14.557448378884015
3590000.0,7.0,5.0,4033.0,49.2176405,-123.139149,0.16,Yes,Yes,Yes,No,No,No,No,15.093663039015954
2195000.0,7.0,4.0,2254.0,49.2197747,-123.1014498,0.08,Yes,No,Yes,No,No,No,No,14.60169306007217
1699000.0,8.0,4.0,2349.0,49.2362683,-123.0765267,0.09,Yes,Yes,Yes,No,No,No,No,14.345550989235415
598800.0,1.0,1.0,575.0,49.2094686,-123.1417292,0.0,Yes,Yes,No,No,No,No,No,13.302684601532896
1999000.0,6.0,3.0,2506.0,49.2737117,-123.0738545,0.09,No,No,No,No,No,No,No,14.508158113732536
3980000.0,5.0,3.0,3796.0,49.2116388,-123.1249081,0.23,Yes,No,Yes,No,No,No,No,15.19679262851687
999000.0,2.0,2.0,932.0,49.2788052,-123.111556,0.0,Yes,Yes,No,No,No,No,No,13.81451105863119
3194400.0,3.0,2.0,1784.0,49.2121317,-123.1125063,0.12,Yes,No,No,No,No,No,No,14.976910147778934
2218000.0,5.0,3.0,2145.0,49.2608301,-123.0846501,0.09,Yes,No,No,No,No,No,No,14.612116897748976
710000.0,1.0,1.0,631.0,49.2791605,-123.1070402,0.0,Yes,Yes,No,No,No,No,No,13.47302165746721
1598000.0,2.0,2.0,1071.0,49.2805446,-123.1177465,0.0,Yes,Yes,No,No,No,No,No,14.28426403109039
728888.0,1.0,1.0,526.0,49.2750138,-123.1308359,0.0,Yes,Yes,No,No,No,No,No,13.499276736023065
2824650.0,3.0,2.0,996.0,49.2123494,-123.1125171,0.11,Yes,No,No,No,No,No,No,14.853895375107998
2370000.0,3.0,3.0,2310.0,49.2631854,-123.1328112,0.0,Yes,Yes,Yes,No,No,No,No,14.678400935052153
2299900.0,2.0,2.0,1384.0,49.2707257,-123.1037511,0.0,Yes,Yes,No,No,No,No,No,14.64837663649472
1568000.0,3.0,3.0,1568.0,49.2133658,-123.1302169,0.0,Yes,Yes,No,No,No,No,No,14.265312117647388
549900.0,1.0,1.0,536.0,49.2652645,-123.1500922,0.0,Yes,No,No,No,No,No,No,13.217493541006709
1098000.0,2.0,2.0,1115.0,49.2842368,-123.1292542,0.0,Yes,Yes,Yes,No,No,No,No,13.90900181179801
1238800.0,2.0,2.0,1127.0,49.2138214,-123.1135022,0.0,Yes,Yes,Yes,No,No,No,No,14.029654534313664
1599000.0,4.0,1.0,1900.0,49.2772071,-123.0505588,0.08,Yes,Yes,Yes,No,No,No,No,14.284889617206765
1799000.0,3.0,4.0,1893.0,49.2550566,-123.0492863,0.0,No,No,No,No,No,No,No,14.402742068796885
1449900.0,6.0,4.0,2050.0,49.2511791,-123.0796456,0.06,No,No,Yes,No,No,No,No,14.187005836203785
1499000.0,5.0,4.0,1590.0,49.2325808,-123.0572039,0.09,Yes,No,Yes,No,No,No,No,14.22030944419592
1599999.0,3.0,3.0,1587.0,49.2744294,-123.0464914,0.0,Yes,No,No,No,No,No,No,14.28551418721001
1488000.0,2.0,3.0,1127.0,49.2395559,-123.1169489,0.0,Yes,Yes,No,No,No,No,No,14.212944166417959
849000.0,2.0,2.0,785.0,49.2813292,-123.0834613,0.0,Yes,Yes,No,No,No,No,No,13.651815643149092
5000000.0,2.0,3.0,2323.0,49.2880558,-123.1168602,0.0,Yes,Yes,Yes,No,No,No,No,15.424948670398354
3519000.0,11.0,5.0,4620.0,49.2296275,-123.1304708,0.17,Yes,No,Yes,No,No,No,No,15.073687700475322
1688800.0,1.0,1.0,783.0,49.2897441,-123.1313823,0.0,Yes,Yes,No,No,No,No,No,14.339529367652501
1799000.0,1.0,1.0,1202.0,49.2873722,-123.1263375,0.0,Yes,Yes,No,No,No,No,No,14.402742068796885
785000.0,2.0,2.0,764.0,49.232991,-123.023952,0.0,Yes,Yes,No,No,No,No,No,13.573440270649085
1628000.0,3.0,3.0,1400.0,49.224086,-123.1282768,0.0,Yes,Yes,No,No,No,No,No,14.302863439795049
6999900.0,3.0,4.0,4348.0,49.287872,-123.1282303,0.0,Yes,No,Yes,No,No,No,No,15.761406564062433
719000.0,1.0,1.0,566.0,49.2788252,-123.1077788,0.0,Yes,No,No,No,No,No,No,13.4856180275228
1298000.0,2.0,2.0,1095.0,49.2859647,-123.1243113,0.0,Yes,Yes,Yes,No,No,No,No,14.0763359466619
688000.0,2.0,1.0,784.0,49.2592248,-123.1159532,0.0,Yes,Yes,Yes,No,No,No,No,13.441545570402797
799000.0,1.0,1.0,730.0,49.2660019,-123.1143563,0.0,Yes,Yes,No,No,No,No,No,13.591117476312084
779900.0,2.0,2.0,773.0,49.2065069,-123.026823,0.0,Yes,Yes,No,No,No,No,No,13.566922267533435
1340000.0,2.0,2.0,1025.0,49.2685462,-123.1127019,0.0,Yes,Yes,No,No,No,No,No,14.108180918195472
2338000.0,3.0,4.0,1500.0,49.251232,-123.1059402,0.0,Yes,No,Yes,No,No,No,No,14.664806848730056
7998000.0,5.0,7.0,6519.0,49.2462086,-123.140447,0.23,Yes,No,Yes,No,No,No,No,15.894702193420152
2650000.0,2.0,2.0,1620.0,49.2833723,-123.1052501,0.0,Yes,Yes,No,No,No,No,No,14.790070575320824
3180000.0,3.0,3.0,2597.0,49.2093422,-123.0585364,0.15,Yes,Yes,No,No,No,No,No,14.97239206922172
1249000.0,2.0,2.0,997.0,49.2094607,-123.1410026,0.0,Yes,Yes,No,No,No,No,No,14.037854589747907
999000.0,2.0,2.0,762.0,49.2749667,-123.1153764,0.0,Yes,Yes,No,No,No,No,No,13.81451105863119
1599900.0,3.0,3.0,1543.0,49.2750138,-123.0638475,0.0,Yes,No,No,No,No,No,No,14.285452310295673
1998000.0,5.0,4.0,1859.0,49.2246729,-123.0484636,0.12,Yes,Yes,Yes,No,No,No,No,14.50765773869101
1699900.0,3.0,3.0,1511.0,49.2749029,-123.0641515,0.04,No,No,No,No,No,No,No,14.346080572036586
1799000.0,3.0,3.0,1509.0,49.2749027,-123.0641049,0.0,Yes,No,No,No,No,No,No,14.402742068796885
1948000.0,3.0,3.0,1592.0,49.2511328,-123.0823263,0.14,Yes,No,Yes,No,No,No,No,14.482314276531508
1790000.0,3.0,3.0,1557.0,49.2168235,-123.1163997,0.0,Yes,Yes,No,No,No,No,No,14.397726736475999
1998000.0,5.0,4.0,1859.0,49.2244761,-123.0483959,0.12,Yes,Yes,Yes,No,No,No,No,14.50765773869101
2349999.0,6.0,4.0,3013.0,49.218557,-123.0938899,0.12,No,No,Yes,No,No,No,No,14.669925886120343
1388000.0,3.0,4.0,1615.0,49.2128457,-123.1098048,0.0,Yes,No,No,No,No,No,No,14.143375140509722
2480000.0,3.0,2.0,1568.0,49.2786642,-123.1205306,0.0,Yes,Yes,Yes,No,No,No,No,14.72376952136689
999999.0,2.0,2.0,803.0,49.26462,-123.1309617,0.0,Yes,No,Yes,No,No,No,No,13.815510557964274
1639000.0,4.0,1.0,1812.0,49.2331177,-123.0855597,0.09,Yes,No,Yes,No,No,No,No,14.309597467853907
1948000.0,3.0,3.0,1607.0,49.2509856,-123.082162,0.14,Yes,No,Yes,No,No,No,No,14.482314276531508
645000.0,1.0,1.0,587.0,49.2064069,-123.0334402,0.0,Yes,Yes,No,No,No,No,No,13.377007146164305
678000.0,1.0,1.0,548.0,49.277056,-123.128843,0.0,Yes,Yes,No,No,No,No,No,13.426904041847699
1150000.0,2.0,2.0,965.0,49.2591359,-123.1184385,0.0,Yes,Yes,Yes,No,No,No,No,13.955273369904273
549000.0,1.0,1.0,500.0,49.2776305,-123.1229582,0.0,Yes,Yes,No,No,No,No,No,13.215855541983634
1550000.0,3.0,2.0,1245.0,49.2649395,-123.1502412,0.0,Yes,Yes,No,No,No,No,No,14.253766134056512
499000.0,1.0,1.0,564.0,49.2877676,-123.058681,0.0,Yes,Yes,Yes,No,No,No,No,13.120363378739663
490000.0,1.0,1.0,655.0,49.278854,-123.0974024,0.0,No,No,No,No,No,No,No,13.102162710901053
1188000.0,2.0,2.0,1047.0,49.2734689,-123.1163625,0.0,Yes,Yes,No,No,No,No,No,13.987782620655215
499000.0,1.0,1.0,450.0,49.2817925,-123.104127,0.0,No,No,No,No,No,No,No,13.120363378739663
669000.0,1.0,1.0,660.0,49.2832148,-123.1165335,0.0,Yes,Yes,No,No,No,No,No,13.41354083387756
1125000.0,2.0,2.0,1029.0,49.2637077,-123.1158603,0.0,Yes,Yes,No,No,No,No,No,13.933294482509151
2688000.0,7.0,6.0,3228.0,49.2257761,-123.0741297,0.12,Yes,No,Yes,No,No,No,No,14.804308352648917
1858000.0,2.0,2.0,1059.0,49.2326008,-123.1158137,0.0,Yes,Yes,No,No,No,No,No,14.435011736568908
899500.0,1.0,1.0,652.0,49.2731529,-123.1304357,0.0,Yes,Yes,No,No,No,No,No,13.709595444100845
1788000.0,2.0,2.0,1005.0,49.2326008,-123.1158137,0.0,Yes,Yes,No,No,No,No,No,14.396608793999556
2399000.0,3.0,2.0,1459.0,49.2907836,-123.1297778,0.0,Yes,Yes,No,No,No,No,No,14.690562958662095
1599000.0,2.0,2.0,1175.0,49.2720791,-123.1203769,0.0,Yes,Yes,No,No,No,No,No,14.284889617206765
1998000.0,3.0,3.0,1418.0,49.2584137,-123.1120131,0.0,Yes,Yes,No,No,No,No,No,14.50765773869101
599900.0,1.0,1.0,501.0,49.2794889,-123.124186,0.0,Yes,Yes,No,No,No,No,No,13.304519920584285
1178000.0,2.0,2.0,1007.0,49.259344,-123.1485702,0.0,No,No,Yes,No,No,No,No,13.979329492089743
720000.0,1.0,1.0,491.0,49.2696596,-123.1099025,0.0,No,No,No,No,No,No,No,13.487007879880162
599900.0,1.0,1.0,704.0,49.2357428,-123.029469,0.0,Yes,Yes,No,No,No,No,No,13.304519920584285
1850000.0,2.0,2.0,1143.0,49.2745896,-123.1275628,0.0,Yes,Yes,No,No,No,No,No,14.430696737594902
1799900.0,5.0,2.0,2200.0,49.2386694,-123.0702984,0.1,Yes,Yes,Yes,No,No,No,No,14.403242221353837
1249000.0,2.0,2.0,1057.0,49.2685462,-123.1127019,0.0,Yes,No,No,No,No,No,No,14.037854589747907
1368000.0,2.0,2.0,1079.0,49.2734779,-123.119967,0.0,Yes,Yes,Yes,No,No,No,No,14.128861108158517
688800.0,1.0,1.0,647.0,49.2790454,-123.1169536,0.0,Yes,Yes,No,No,No,No,No,13.442707683894836
1999900.0,2.0,2.0,1753.0,49.2861685,-123.1159121,0.0,Yes,No,No,No,No,No,No,14.508608237299054
1138000.0,3.0,2.0,1310.0,49.274261,-123.100494,0.0,Yes,No,Yes,No,No,No,No,13.94478377240265
2488000.0,3.0,2.0,1278.0,49.2326008,-123.1158137,0.0,Yes,Yes,No,No,No,No,No,14.726990134770388
599000.0,1.0,1.0,649.0,49.2799278,-123.1066048,0.0,Yes,Yes,Yes,No,No,No,No,13.303018546545275
1249000.0,2.0,2.0,1314.0,49.2698139,-123.1386323,0.0,Yes,No,No,No,No,No,No,14.037854589747907
1438000.0,2.0,2.0,1059.0,49.2113352,-123.1165317,0.0,Yes,No,No,No,No,No,No,14.17876451267318
739000.0,1.0,1.0,652.0,49.2873738,-123.139378,0.0,Yes,Yes,No,No,No,No,No,13.513054553109397
4598000.0,2.0,3.0,2483.0,49.2903643,-123.1236986,0.0,Yes,Yes,Yes,No,No,No,No,15.341132201791103
589900.0,1.0,1.0,490.0,49.2583197,-123.0556227,0.0,Yes,Yes,No,No,No,No,No,13.287710005192306
575000.0,1.0,1.0,500.0,49.2688492,-123.1012085,0.0,Yes,Yes,No,No,No,No,No,13.26212705890841
575000.0,1.0,1.0,536.0,49.2622014,-123.094448,0.0,No,No,No,No,No,No,No,13.26212705890841
2299000.0,5.0,4.0,2069.0,49.2733793,-123.0653422,0.06,Yes,Yes,Yes,No,No,No,No,14.64798523871695
1699900.0,3.0,3.0,2030.0,49.2741097,-123.1012333,0.0,Yes,Yes,Yes,No,No,No,No,14.346080572036586
548000.0,1.0,1.0,484.0,49.2770193,-123.1297349,0.0,No,No,No,No,No,No,No,13.214032390746006
1199000.0,2.0,2.0,986.0,49.2745896,-123.1275628,0.0,Yes,No,Yes,No,No,No,No,13.99699926803766
598000.0,1.0,1.0,672.0,49.278837,-123.1280647,0.0,Yes,Yes,No,No,No,No,No,13.301347705172173
1649000.0,5.0,3.0,2034.0,49.2796597,-123.0723447,0.09,Yes,No,No,No,No,No,No,14.31568020796969
998000.0,2.0,2.0,815.0,49.277056,-123.128843,0.0,Yes,Yes,No,No,No,No,No,13.813509557297108
899900.0,2.0,2.0,1161.0,49.2825246,-123.1079584,0.0,Yes,Yes,No,No,No,No,No,13.710040036256004
539000.0,1.0,1.0,543.0,49.2825606,-123.1062783,0.0,No,No,No,No,No,No,No,13.197472705176983
2448000.0,4.0,3.0,2382.0,49.2390694,-123.0849611,0.08,No,No,Yes,No,No,No,No,14.710782331111002
928000.0,2.0,2.0,887.0,49.2791605,-123.1070402,0.0,Yes,No,Yes,No,No,No,No,13.740788089353964
1399000.0,4.0,3.0,2467.0,49.2164883,-123.0400649,0.0,Yes,Yes,Yes,No,No,No,No,14.151268968443645
1599900.0,3.0,2.0,1158.0,49.2497582,-123.1177527,0.0,Yes,Yes,No,No,No,No,No,14.285452310295673
1055600.0,2.0,2.0,754.0,49.2497582,-123.1177527,0.0,Yes,Yes,No,No,No,No,No,13.869620830939391
1199000.0,2.0,3.0,1064.0,49.2583612,-123.1462131,0.0,No,No,Yes,No,No,No,No,13.99699926803766
860000.0,1.0,1.0,615.0,49.2749667,-123.1153764,0.0,Yes,No,No,No,No,No,No,13.664688831019712
725000.0,1.0,1.0,703.0,49.2873722,-123.1263375,0.0,Yes,Yes,No,No,No,No,No,13.493928313146206
1998000.0,2.0,2.0,1205.0,49.2923591,-123.1326009,0.0,Yes,Yes,No,No,No,No,No,14.50765773869101
988000.0,2.0,2.0,771.0,49.213292,-123.1169182,0.0,Yes,Yes,No,No,No,No,No,13.803438988875241
688000.0,1.0,1.0,564.0,49.2688492,-123.1012085,0.0,Yes,Yes,No,No,No,No,No,13.441545570402797
850000.0,1.0,1.0,703.0,49.2696006,-123.1072777,0.0,Yes,Yes,No,No,No,No,No,13.652992804936396
709000.0,1.0,1.0,530.0,49.277056,-123.128843,0.0,Yes,Yes,Yes,No,No,No,No,13.471612215950506
1799900.0,3.0,3.0,1454.0,49.2107566,-123.1381231,0.0,Yes,Yes,No,No,No,No,No,14.403242221353837
1749900.0,3.0,3.0,1388.0,49.2106871,-123.1392787,0.0,Yes,Yes,No,No,No,No,No,14.375069772870901
1319900.0,3.0,2.0,1001.0,49.2105244,-123.1392841,0.0,Yes,Yes,No,No,No,No,No,14.093067291749913
719900.0,1.0,1.0,523.0,49.2105096,-123.1392846,0.0,Yes,Yes,No,No,No,No,No,13.486868981538246
2585000.0,2.0,3.0,1615.0,49.2757357,-123.1316653,0.0,Yes,Yes,Yes,No,No,No,No,14.765236452771788
1489900.0,3.0,3.0,1154.0,49.21048,-123.1392856,0.0,Yes,Yes,No,No,No,No,No,14.21422023276119
1599000.0,2.0,2.0,1110.0,49.2744358,-123.1119599,0.0,Yes,Yes,Yes,No,No,No,No,14.284889617206765
1088888.0,2.0,2.0,1020.0,49.2652488,-123.148954,0.0,Yes,Yes,Yes,No,No,No,No,13.900668468345392
585000.0,1.0,1.0,555.0,49.248887,-123.0756752,0.0,Yes,Yes,No,No,No,No,No,13.279368835614243
1500000.0,2.0,2.0,1217.0,49.2664282,-123.1371653,0.0,Yes,No,Yes,No,No,No,No,14.220976332738882
1398000.0,2.0,3.0,1100.0,49.2796896,-123.1197683,0.0,Yes,Yes,Yes,No,No,No,No,14.150553917083219
3180000.0,2.0,2.0,1642.0,49.2892582,-123.1209715,0.0,Yes,Yes,Yes,No,No,No,No,14.97239206922172
3388800.0,1.0,1.0,758.0,49.2128264,-123.1291186,0.09,No,No,No,No,No,No,No,15.035986729478887
729900.0,2.0,2.0,771.0,49.2113352,-123.1165317,0.0,Yes,Yes,No,No,No,No,No,13.500664187489477
1250000.0,1.0,2.0,1044.0,49.2832148,-123.1165335,0.0,Yes,Yes,No,No,No,No,No,14.038654909278163
999000.0,2.0,2.0,1250.0,49.2617491,-123.1170425,0.0,Yes,Yes,Yes,No,No,No,No,13.81451105863119
1388000.0,3.0,2.0,1141.0,49.28687,-123.1267403,0.0,Yes,Yes,No,No,No,No,No,14.143375140509722
1625000.0,5.0,2.0,2231.0,49.2387406,-123.0464147,0.08,Yes,No,Yes,No,No,No,No,14.301018989130402
440000.0,1.0,1.0,383.0,49.2817925,-123.104127,0.0,No,No,No,No,No,No,No,12.994532278619134
2899000.0,2.0,2.0,1605.0,49.2824518,-123.140146,0.0,Yes,Yes,Yes,No,No,No,No,14.879876752850267
1551900.0,1.0,2.0,850.0,49.2776934,-123.1147757,0.0,Yes,Yes,No,No,No,No,No,14.254991189030925
954900.0,1.0,1.0,527.0,49.2776934,-123.1147757,0.0,Yes,Yes,No,No,No,No,No,13.769362949167823
1899900.0,3.0,2.0,1012.0,49.2776934,-123.1147757,0.0,Yes,Yes,No,No,No,No,No,14.457312337515985
738000.0,1.0,1.0,589.0,49.2895001,-123.1262955,0.0,Yes,Yes,No,No,No,No,No,13.511700458595241
1468000.0,4.0,3.0,1162.0,49.2076096,-123.1201881,0.0,Yes,No,No,No,No,No,No,14.199412169355275
589900.0,1.0,1.0,638.0,49.2188154,-123.0913101,0.0,Yes,Yes,Yes,No,No,No,No,13.287710005192306
2098800.0,2.0,2.0,1094.0,49.2897441,-123.1313823,0.0,Yes,Yes,No,No,No,No,No,14.556876787257321
788800.0,1.0,1.0,626.0,49.2625336,-123.0592146,0.0,Yes,Yes,No,No,No,No,No,13.578269350018237
4588000.0,5.0,7.0,3847.0,49.2169991,-123.134696,0.12,Yes,Yes,Yes,No,No,No,No,15.33895497519127
1195000.0,2.0,2.0,920.0,49.2744358,-123.1119599,0.0,Yes,No,No,No,No,No,No,13.993657580167481
3998000.0,5.0,5.0,2909.0,49.2495598,-123.0973946,0.09,Yes,No,Yes,No,No,No,No,15.201305044167514
499000.0,1.0,1.0,483.0,49.209979,-123.1159757,0.0,Yes,Yes,No,No,No,No,No,13.120363378739663
1473900.0,2.0,2.0,848.0,49.2776934,-123.1147757,0.0,Yes,Yes,No,No,No,No,No,14.2034231852967
2390000.0,6.0,4.0,2064.0,49.2314275,-123.0616574,0.09,Yes,No,Yes,No,No,No,No,14.686804342317648
599000.0,1.0,1.0,677.0,49.2749674,-123.1173872,0.0,Yes,Yes,No,No,No,No,No,13.303018546545275
969000.0,2.0,2.0,968.0,49.2889903,-123.1275322,0.0,Yes,Yes,No,No,No,No,No,13.784020922864116
699000.0,1.0,1.0,683.0,49.26957,-123.1160502,0.0,Yes,Yes,Yes,No,No,No,No,13.457407451830088
1368000.0,4.0,3.0,1400.0,49.2205168,-123.0260758,0.06,No,No,Yes,No,No,No,No,14.128861108158517
1239000.0,2.0,1.0,1140.0,49.2586755,-123.116542,0.0,Yes,Yes,No,No,No,No,No,14.029815967713455
579900.0,1.0,1.0,580.0,49.2058336,-123.0378271,0.0,Yes,Yes,No,No,No,No,No,13.270612678298292
699000.0,1.0,1.0,603.0,49.2873722,-123.1263375,0.0,Yes,Yes,No,No,No,No,No,13.457407451830088
948000.0,2.0,2.0,835.0,49.2625336,-123.0592146,0.0,Yes,Yes,No,No,No,No,No,13.762110836088922
798000.0,1.0,1.0,548.0,49.2760391,-123.1264715,0.0,Yes,Yes,No,No,No,No,No,13.589865129563993
3588000.0,3.0,3.0,2504.0,49.2791238,-123.1265586,0.0,Yes,No,No,No,No,No,No,15.093105780867585
728000.0,1.0,1.0,681.0,49.2889903,-123.1275322,0.0,Yes,No,No,No,No,No,No,13.498057700804253
1499900.0,4.0,3.0,1228.0,49.2736948,-123.0652402,0.09,No,No,Yes,No,No,No,No,14.220909663894343
629000.0,1.0,1.0,620.0,49.2809649,-123.0733073,0.0,Yes,Yes,No,No,No,No,No,13.351888125506433
719000.0,1.0,1.0,581.0,49.2749484,-123.1140814,0.0,No,No,No,No,No,No,No,13.4856180275228
889000.0,2.0,2.0,851.0,49.2755788,-123.1278306,0.0,Yes,Yes,No,No,No,No,No,13.697853639354802
1449900.0,3.0,2.0,1082.0,49.2616057,-123.0577622,0.0,Yes,No,No,No,No,No,No,14.187005836203785
829000.0,1.0,2.0,833.0,49.2792492,-123.1216261,0.0,Yes,Yes,No,No,No,No,No,13.627976640389322
1099000.0,3.0,2.0,1663.0,49.2065357,-123.054085,0.0,Yes,No,Yes,No,No,No,No,13.909912143303451
2499900.0,4.0,3.0,1918.0,49.2142717,-123.1297095,0.16,No,Yes,Yes,No,No,No,No,14.731761689054329
749000.0,1.0,1.0,515.0,49.2750138,-123.1308359,0.0,Yes,No,No,No,No,No,No,13.52649559761195
2799000.0,7.0,7.0,3031.0,49.21781,-123.100172,0.08,Yes,Yes,Yes,No,No,No,No,14.844773125767981
5399000.0,5.0,4.0,4800.0,49.2463197,-123.1461932,0.22,Yes,No,Yes,No,No,No,No,15.501724494419891
638888.0,1.0,1.0,616.0,49.2048295,-123.1308492,0.0,Yes,Yes,No,No,No,No,No,13.367486009350342
1199900.0,3.0,2.0,1018.0,49.2138783,-123.1288451,0.0,No,No,Yes,No,No,No,No,13.997749611354916
2299900.0,2.0,3.0,1326.0,49.2837434,-123.1358367,0.0,Yes,No,No,No,No,No,No,14.64837663649472
1598000.0,3.0,3.0,1493.0,49.2276189,-123.085611,0.09,Yes,No,No,No,No,No,No,14.28426403109039
4500000.0,4.0,2.0,2685.0,49.2251908,-123.1404801,0.28,Yes,No,Yes,No,No,No,No,15.319588176962746
3585000.0,2.0,3.0,1855.0,49.2855235,-123.1408222,0.0,Yes,No,Yes,No,No,No,No,15.092269310955846
2550000.0,2.0,3.0,1955.0,49.2694179,-123.1398383,0.0,Yes,No,No,No,No,No,No,14.751604309291395
1578000.0,3.0,3.0,1450.0,49.2276189,-123.085611,0.09,Yes,No,No,No,No,No,No,14.271669414101318
759900.0,2.0,2.0,821.0,49.2778739,-123.1265208,0.0,Yes,Yes,No,No,No,No,No,13.540943440619637
1588000.0,3.0,4.0,1789.0,49.2758036,-123.0436629,0.1,Yes,Yes,Yes,No,No,No,No,14.277986550511942
2598000.0,3.0,3.0,1860.0,49.2489515,-123.1346722,0.0,No,No,Yes,No,No,No,No,14.770252861124078
525000.0,1.0,1.0,480.0,49.2788052,-123.125102,0.0,Yes,Yes,No,No,No,No,No,13.171155446333852
570000.0,1.0,1.0,539.0,49.2840532,-123.1132837,0.0,Yes,Yes,No,No,No,No,No,13.25339339419516
2149000.0,2.0,2.0,1187.0,49.2879752,-123.1208458,0.0,Yes,No,Yes,No,No,No,No,14.580513640957252
5490000.0,8.0,5.0,5447.0,49.2371885,-123.1197167,0.19,Yes,Yes,Yes,No,No,No,No,15.518438995635059
599000.0,1.0,1.0,615.0,49.2781517,-123.1105496,0.0,No,No,No,No,No,No,No,13.303018546545275
699900.0,1.0,1.0,656.0,49.2601824,-123.1440705,0.0,Yes,Yes,No,No,No,No,No,13.45869417545215
540000.0,1.0,1.0,635.0,49.278837,-123.1280647,0.0,Yes,Yes,No,No,No,No,No,13.199326270390594
1499888.0,4.0,2.0,2052.0,49.2381286,-123.0461873,0.08,No,No,Yes,No,No,No,No,14.220901663334303
7750000.0,5.0,5.0,3791.0,49.2764661,-123.1491482,0.08,Yes,No,Yes,No,No,No,No,15.86320353036178
699999.0,2.0,2.0,838.0,49.235968,-123.0279816,0.0,Yes,No,No,No,No,No,No,13.458835614025542
2100000.0,6.0,3.0,2265.0,49.2800295,-123.0716367,0.09,Yes,No,Yes,No,No,No,No,14.557448378884015
2100000.0,4.0,2.0,2255.0,49.2800356,-123.0719104,0.09,Yes,No,Yes,No,No,No,No,14.557448378884015
1988000.0,5.0,4.0,1920.0,49.2177399,-123.0466717,0.12,Yes,No,Yes,No,No,No,No,14.502640169216638
716000.0,2.0,2.0,759.0,49.2682103,-123.0437686,0.0,Yes,Yes,No,No,No,No,No,13.481436842589853
2048000.0,5.0,4.0,1862.0,49.2175367,-123.0467423,0.0,Yes,No,Yes,No,No,No,No,14.532374753422665
1518000.0,2.0,2.0,965.0,49.2750138,-123.1308359,0.0,Yes,Yes,No,No,No,No,No,14.232904895699024
